w,age,a,z
1717.725361254392,34,0,-.81534821
4495.423758220604,31,0,-.71047735
5832.048179795303,32,0,-.69911283
5797.034764670239,24,0,-.15198043
2512.263563232553,21,0,-.69743198
7406.362785630746,35,0,-.096326068
5127.916063707451,21,11.95,-.78102916
4269.091219958974,39,13.8,.32673389
4817.91683810381,40,8.7299995,-.27932259
5158.553305412789,35,0,-.39350381
6404.452366179242,21,0,-.68447852
1183.476763100587,32,2.3800001,-.93911332
2666.722133477063,34,1.45,-.82118249
2755.638184418847,35,0,-.77840352
4496.087741094077,26,0,-.67779046
8013.060814701021,22,1.8099999,-.55859667
3409.461987491133,43,0,-.69178754
4575.95298476321,44,0,-.67962027
5741.165328141949,45,0,-.72699445
3520.437317147843,27,1.26,-1.0771102
3712.993966445325,21,0,-.90164912
3713.630490329013,22,2.5,-.95717466
12156.49488831908,25,0,-.79747856
9918.566852907506,21,2.2,-1.1383588
2002.596037551732,41,0,-.7997148
1276.690800556823,24,0,-.81880426
5182.266471477122,21,0,-.83870608
7484.997708095357,23,4.4099998,-.50514525
1497.210997771972,23,0,-.5169912
2546.676237024314,24,61.540001,-.55740523
1199.409992527781,23,3.5999999,-.72418112
4352.857709957344,28,0,-.70596719
3526.511158660246,30,0,-.96769226
2366.893088650457,37,61.900002,-.58865076
2492.809219547722,40,0,-.70855099
4234.649868837475,40,2.71,-.66049922
4510.217239137172,26,213.55,-.48318446
0,23,78.419998,-.88427323
2397.020476009333,37,36.330002,-.11049037
4479.990675063572,27,14.19,-.92916512
1509.862741003258,29,0,-1.0443249
1229.621376705001,25,0,-.4141202
7884.076203839381,28,2.79,-.38512182
6733.144970086184,22,0,-.38852173
5424.09789881206,24,4,-.65865296
5122.743148303957,26,17,-1.039835
2790.410091925034,21,0,-.88343102
2337.948747751414,22,1.198,-.74908847
3527.159124542797,24,0,-.73132765
2067.5315869433,37,0,-.78900528
2966.719374127284,38,0,-.97924489
2857.422233869793,39,1.2,-.77025062
3570.544549670008,40,0,-.8216728
1948.155832377019,34,17.9,-.67467374
5658.773419702758,24,0,-.29085591
3316.760455327671,23,25.5,-.42237142
4205.05430075916,24,13.025,-.28159815
4643.689823543536,32,0,-.59959781
6420.70423508067,33,9.9399996,-.65770596
7796.743014029827,37,8.2399998,-.027933946
10718.72507402227,38,29.5,-.048988633
1798.1797521817,40,0,-.048965931
2751.798557729751,41,1.2,-.19390871
3201.425394165626,21,0,-.62299907
5284.648925074355,27,2.6300001,-.53265464
4515.563848459728,21,13.3,-.45995519
2543.927364572061,26,0,-.80907029
3757.270781170458,30,16.087999,-.94993848
2311.516177340616,27,0,-.97135091
2872.820777715884,36,56.02,.12631956
4855.450827710485,37,41.849998,-.27502832
6104.154430850499,38,75.849998,.07756573
10014.67480011803,39,68.230003,-.22587131
10349.02401664029,36,5.1999998,-.048204858
11797.48445797266,37,45.200001,-.6727131
18775.70371273186,38,10,.012529266
7660.723022785216,21,18.086,-.485616
10589.35181449232,22,16.6,-.26957622
16193.92815182237,24,27.325001,-.52162033
3449.571304804659,22,52.643002,-.90320605
1345.803955195984,37,0,-.39286917
5755.49331710449,26,5.5100002,-.68584663
5292.36815783042,23,0,-.77407515
4225.304512449847,26,0,-.8783223
4121.242520164006,26,0,-.98122996
14583.35488674125,41,11.66,-.35079345
4683.527888729773,45,0,-.045043238
2242.104189233478,34,0,-.28017348
5210.489297411245,43,338.25,-.18432671
