w,age,a,z
8795.147647664971,22,1.916,-1.0067706
3908.383021992449,22,0,.13307765
2308.096272070006,22,0,1.0682616
2561.040351008201,22,2.4100001,-1.4153461
7761.163023885062,22,9,-.70062661
2688.459437723975,22,27,.92484069
2746.914215482526,22,27,.92484069
11499.65373978301,22,0,.69816566
5198.571061313459,22,3.2,.57111883
4639.060918613397,22,15.056,.97487307
3820.56135344302,22,9.8199997,-.30537602
5411.097809544607,22,11,.94768023
1761.647628022933,22,10.63,1.0346916
4801.694175246824,22,8.3900003,-1.4029621
2318.234701650621,22,0,1.0682616
7556.033055091361,22,0,-.97217917
4090.805363836261,22,9.1599998,1.0682616
2371.231364320807,22,9.9200001,.82854009
2359.856103739247,22,9.9200001,.79631162
5233.806023691476,22,8.3900003,-.98627818
2187.441477845709,22,9.9200001,-.63143039
7261.460689346291,22,27,.97373104
3530.877571232005,22,3,.48083881
1996.792052233988,22,2.7,-.54430056
2162.312366371097,22,9.9200001,.82854009
4672.734709983501,22,1.1,-.70981503
1397.86969230183,22,0,.02403119
1686.674420962852,22,10.63,1.0019019
6977.702286574247,22,11.68,.13967827
7715.398760574832,22,27,-.27803251
6575.468037141401,22,7.96,.44221666
6658.248825012857,22,7.96,.47521022
1897.601692707573,22,2.7,.37277225
7723.20318005327,22,4.73,-1.4153461
8717.433989178908,22,4.73,-.60753608
1856.310731738835,22,2.7,.33127692
4385.880836911834,22,15.056,.97487307
7468.633801269497,22,9,-.70062661
3937.673799892141,22,27,1.0192504
3770.938310279611,22,27,.98650622
11637.96557563881,22,0,.69816566
2423.330430927875,22,2.4100001,-1.4153461
7539.758135323137,22,0,-.97217917
5250.35051127932,22,11,.94768023
11938.42855558282,22,0,.69816566
11195.37468651137,22,0,.59643674
1534.335768394207,22,4.5310001,-.17467186
9238.710148061125,22,1.4,-.47992489
2623.368212683414,22,27,.92484069
7210.475045014955,22,27,.94474339
2751.642194925214,22,27,.92484069
6515.174019428525,22,11.68,.24154595
2677.180555448258,22,27,.92484069
11766.28710091611,22,0,.69816566
5015.510755866391,22,8.3900003,-1.4029621
5705.20860506132,22,3.2,-.68399715
2414.925949041205,22,9.6000004,1.0682616
8231.450565658677,22,4.73,-.50593257
3786.531035835204,22,27,1.0682616
9378.421003318368,22,5.8099999,-.91014385
8979.978103492671,22,3.6800001,.6376586
9843.237159774546,22,3.6800001,.38107541
3811.775020258265,22,27,1.0682616
9526.915752419725,22,3.6800001,.53898406
5877.750608167918,22,3.2,-.68399715
1613.933029969436,22,4.5310001,-.17467186
3758.605504318463,22,27,1.0682616
2716.814354257853,22,27,.92484069
3210.291523919552,22,27,-.9272058
2532.828867456041,22,1.6,-1.4153461
3842.560288476009,22,27,1.0682616
7713.533178486144,22,0,-.55610394
10521.07900651185,22,0,.29251245
5148.044090278468,22,0,.33669403
3984.326356166929,22,27,1.0192504
4011.981501077807,22,0,.80851936
6627.214826707966,22,0,-.97217917
9351.392342251014,22,5.8099999,-.91014385
2355.816382349026,22,9.6000004,1.0541253
5514.692301477415,22,11,.94768023
3632.335554836174,22,9.8199997,-.33772108
6749.762355664378,22,11.68,.20893434
4687.284480307716,22,8.3900003,-1.4029621
1727.837658457023,22,10.63,1.0346916
10278.87890173629,22,0,.29251245
1352.379990434881,22,0,.2150543
1890.207105374369,22,2.7,-.11606309
4919.635279646802,22,11,.94768023
1555.015623382039,22,4.5310001,-.17467186
6886.012866310325,22,11.68,.24154595
9805.481911983252,22,3.6800001,.17268041
4896.367068157493,22,8.3900003,-1.4029621
7671.779134505708,22,4.73,-1.4153461
4077.079767163733,22,9.1599998,.78118587
3179.134617369994,22,0,-1.4153461
2492.040637661031,22,2.4100001,-1.4153461
4066.503992212656,22,0,.13307765
6813.984970347527,22,5.4000001,-.7766124
1956.351021714371,22,2.7,-.57206178
5325.428873647787,22,3.2,-.68399715
5015.795726090486,22,0,.36964062
2251.500154488633,22,0,1.0682616
3766.029666754511,22,3,.43734339
3925.414374181387,22,0,.80851936
3366.41066874654,22,27,-.52237821
2552.158269981867,22,9.6000004,-.96818721
4672.734709983501,22,0,-1.4153461
2245.009275384723,22,0,1.0682616
5499.58204575205,22,3.2,-.68399715
1838.603518051359,22,2.7,.24687937
5195.54417336896,22,0,-.27903196
5516.368165094212,22,3.2,-.68399715
4913.031522182352,22,15.056,.97487307
2321.930106552375,22,1.6,-1.409135
2427.181006582854,22,1.6,-1.409135
2431.502262058762,22,1.6,-1.3786448
3542.032416035711,22,9.8199997,-.30537602
7984.712242406335,22,0,-.55610394
4129.287586578433,22,9.1599998,1.0682616
3387.330380230705,22,6.1999998,-1.4153461
3838.211550626282,22,27,1.0192504
