w,age,z,a
8995.428533572964,23,.41567445,.47378749
11137.00824182792,25,.2918351,0
10818.08508297805,25,.29119489,0
9101.19040935876,26,-.74252778,.30940384
6519.132498179176,28,-.19533169,0
8074.837249818876,29,-.20754647,0
12941.39303000597,30,-.37509686,0
14683.80284636836,31,-.27218851,0
4007.918653849236,46,.052670423,.47378749
5113.916273645644,47,.38512501,10.435684
5064.090081811221,30,-.098136023,0
4551.285574686105,33,-.36197478,5.6189137
7401.329332415658,25,.13598566,5.3309331
10689.54077049337,27,.085323922,32.811226
10029.98721373732,27,.081334643,8.2616177
4685.447367581431,23,-.5384742,0
4105.27133472298,26,-.045512777,16.384396
10423.56139947755,25,-.36503866,1.3183652
4876.458299691995,46,.53612727,13.793396
2773.856042840092,24,.085449755,0
7847.289106742604,24,-.42063898,0
11138.58696228369,25,-.51051503,0
13693.14486077913,23,.22523864,0
12669.36345917579,24,1.2568675,0
6033.044603052246,23,-.21492693,0
13387.80601762032,26,-.21521384,0
2706.325176122036,31,.16407257,2.9251227
3575.780581965061,32,.079275176,0
7809.049204803701,45,-.2495444,0
14184.72517502533,46,-.051996212,1.2367914
3072.254605983838,43,.053780083,4.7007957
4126.739983852628,44,-.18647926,5.3228993
5678.945361710738,45,.27277219,5.5330138
6250.763028688219,46,.3362419,6.365232
4022.577239620367,44,.69650728,10.21733
3283.072578104944,38,-.75013065,6.3920112
2721.177713240693,23,.024508832,.50777662
4433.55423611705,24,.030199239,0
6974.46351199217,37,.87338847,6.3854194
8313.295881658858,38,.48919874,6.7327261
5368.625707613289,25,-.13654767,0
7310.40237372919,25,-.16650267,0
10293.94880407488,26,-.26482517,.3295913
2310.855867610304,23,.39566848,0
9624.228481055408,28,.16650109,2.7026486
6725.491652403703,28,-.78735936,3.4401093
6449.940289251775,29,-.81443226,2.4735827
3964.433317740752,23,-.085200861,0
10392.91423005527,38,-.55004221,1.6067575
10847.45313486933,26,-.48815599,1.6067575
3096.977195468729,29,-.11905433,4.2480197
4310.239093443799,30,-.37460619,4.3209419
2855.511084658771,31,-.45383608,5.5989323
3775.526465791356,32,-.26238,6.3359809
5801.580121870528,26,-.25270584,.81573844
4803.802736163817,28,-.35746571,0
7338.398211202216,29,-1.3599362,0
6816.795661311803,31,-.22684141,.20599456
4756.119261281998,28,-.58322573,0
3273.347843971957,24,-.14066201,0
5453.39694249717,25,.011946715,0
9042.549333127656,27,.058709197,0
3665.894613694754,26,-.31695786,0
3430.211663320395,34,.42766789,6.5341473
5310.60029057987,35,.43961251,8.6571274
12268.38557603538,35,.17277022,0
2447.699365081413,41,-.18379548,0
3114.154338684653,31,-.51705331,.70450139
3809.040236452576,32,.24972369,1.2442071
6545.985100570592,33,-.044405036,0
7561.265136813599,34,-.20376731,2.3936567
3096.434263921299,25,-.047347408,0
4544.174973050843,38,-.050974391,6.962616
6547.215288665179,29,-.59123278,3.7614608
9763.619873253812,30,-.54222327,0
10642.10694866203,32,-.71865159,0
7050.353875977614,23,-.36081216,1.0427445
5606.554129546491,23,.30130604,0
6157.719489560311,24,.22652698,0
7412.553212398489,25,.18781795,0
6254.919750730424,28,.17974223,6.2251558
10701.65321049584,29,.25472942,8.0214281
12756.54572037294,30,.26900545,9.9940319
8004.612232891552,45,-.65750986,.23153789
9651.147461829749,46,-.37486461,.33659512
6514.603446394846,37,-.52964872,5.3620386
9786.830605781006,38,.13249341,21.046053
10362.05876480381,40,-.408577,4.3674965
2171.29691883645,33,-.047599465,2.2618203
3728.884084882501,35,-.22696091,1.7633134
3831.989892868914,40,-.69346267,3.295913
4463.052802902836,25,.53567463,.20599456
4595.181322121442,23,.95590085,.20599456
19038.39766858696,26,.21587916,.60150415
3117.412285097312,41,.18406554,.28839239
4127.596065823762,36,-.32551473,0
5221.338017460685,37,-.30513766,24.719347
7147.161861521367,39,-.27560848,0
3525.76724194296,42,-.45509383,2.1732426
4658.254672613041,37,-.067252524,.41713899
5129.631956587043,38,-.790591,.33659512
2046.822467801511,26,.8232494,.53846979
3022.854155714434,28,-.44759884,0
3971.658089305307,29,-.43195844,0
0,28,.39283118,0
9221.136201623613,23,.10790374,0
3431.436784071817,28,-.29124206,0
4206.007249467007,28,.54134572,0
5695.661105965672,29,-.2199645,.66989434
5921.906162106427,42,-.17348635,1.2771662
8154.217951389866,44,.21014781,5.1910629
9248.163322667848,33,-.5287897,15.688546
9847.314945105922,34,-.35365546,.52940601
3106.827780736684,45,-.22540361,1.297601
5871.160803130457,25,-.27699924,0
8183.699330219145,26,-.33163512,0
6091.39503956803,37,-.53584582,5.2157822
6738.369589500013,24,-.49079189,0
9837.410863706906,25,-.86530471,0
12975.68369562621,27,-.10197244,.82397825
6752.399745748956,25,.35353732,1.2590388
5282.859237779576,27,-.49376443,0
6930.959192534916,29,-.70835227,0
9442.635446413646,42,.57531512,6.6371446
2265.20304551549,27,.057076421,0
3067.202825749579,29,-.29884785,0
3127.894668582698,40,-.11327413,0
9550.992658184005,27,.63882822,9.5218925
1494.639598831852,46,.23977967,.28344852
5919.681702519031,38,-.14574981,.39983544
6139.424965209145,24,.76142293,.72922075
1397.282226897489,23,.64588892,0
17912.87467308228,26,-.094717763,2.4719348
8857.230653961537,24,-1.0957631,0
5951.55310130995,25,-.30780947,0
9812.414179766891,26,.35176542,0
6384.931631879604,26,-.43363214,0
7932.958763513971,23,-.17758201,0
10052.27762946011,24,.10875759,0
4005.773813596482,46,-.060694482,3.8314989
13444.52203464737,24,-.58222491,0
5595.555481932058,27,-.90617639,7.8523479
7851.401355958224,29,.17179984,6.9906316
1844.713872292364,27,.19660583,0
1701.807716981216,36,-.45120749,0
5576.553656189258,26,.046143312,0
7561.380974964589,28,-.77649283,.43670848
12008.6056341219,29,-.11683737,0
3676.099594631121,25,.16992322,33.777752
5786.69492300295,30,-1.3081051,0
4714.270086236435,33,-.62588125,0
3298.714270169275,23,-.55993116,0
3241.050878032851,38,.079548836,4.9850683
6896.871816812628,41,.1006825,10.841906
3120.060821935053,33,.017272353,0
3094.232479003732,42,-.14692637,0
4980.384406678856,44,-.3899225,.49438694
5770.528239271383,45,.18883528,0
3675.014061645904,47,-.07843522,15.200338
3460.455624191554,43,-.065505475,7.2510085
4916.485100103586,44,.016492235,7.3210468
9129.791743257083,46,.062201757,7.2098098
6110.392919628026,24,-.38303787,0
3536.277975994962,32,-.26258716,1.2236077
9440.77623894868,29,-.5228548,0
7067.544778995361,24,.45932925,0
3431.619136584534,46,.10280521,10.886812
3673.707907590161,47,.23233172,12.886196
6922.956511407121,24,.12741499,0
8198.549414330006,25,.10639899,.40045342
3743.908891386216,31,-.7836628,3.1393571
7961.509200428583,34,-.8496955,7.2098098
3706.885512790436,23,-.083169289,0
3213.738517606509,30,.78388423,.2723248
5830.691080135836,31,-.35032976,0
5822.701737927627,32,-.56726706,4.3563728
5236.681152382605,33,-.58291477,3.7960677
5681.782345577919,30,-.69742644,1.817284
7463.971724402904,31,-.17024848,2.6540339
12689.26871575868,32,-.20540188,.75311613
9573.148792146314,33,-.21948864,.52693409
13617.83405193935,34,-.080657586,3.2279348
14434.2446495731,35,-.56692052,0
9821.877915328569,40,-.52304715,0
5376.131234038624,34,-1.0434991,0
7194.619286803942,35,-1.047864,0
7729.325400100098,36,-.55179912,.20187467
6847.80884566517,30,-.49285164,0
8839.016653011298,24,.11686383,0
6335.359124456719,26,.0058222916,.41639739
7814.562260082193,27,.042118527,0
8581.048548096824,23,-.14766306,0
5748.934142506566,24,.58379936,3.9975305
9444.621577967291,25,.62121993,4.4165235
9059.469986469472,34,.13728699,0
6848.041295889212,24,-.016900688,0
1775.188760708312,28,-.16775732,.55742127
2878.03381720592,29,-.020717328,0
2871.662871970469,31,-.26434681,.28427249
5170.094398913875,31,-.28402308,1.3105373
6806.855649211177,28,-.48278442,0
9967.337959808543,29,-.37793285,0
17070.79464044962,31,-.31506574,0
2496.975460269591,27,-.45645967,0
2922.900590623,28,-.61457157,0
3233.005248726592,29,-.41257438,0
2496.975460269591,27,-.12419833,0
2921.154137178998,28,-.45201325,0
3233.005248726591,29,.11333075,0
22769.69553467894,35,.73966002,42.204166
18655.14800097161,26,-.38124901,0
6314.680264276867,33,.039165013,1.1288502
9262.694515728746,34,.020890478,4.5368242
10192.72960255966,35,.29197323,3.8644581
4967.603354558683,44,-.51653206,1.9314049
7372.539321129592,45,-.29507837,2.1615009
23511.57090635398,46,.51905394,5.463388
4450.072192021714,27,-.78766757,.23812971
4688.710365549924,24,.34338903,0
