w,age,z,a
10458.05799804975,40,.27951092,499.42999
5047.470897856397,26,.16741501,347.20001
6434.927339869458,29,.11797801,168.28
3585.820317610622,30,.065853789,246.11
5003.295601352768,29,-1.1023568,25.700001
8186.690684524525,30,-1.2610863,51.5
9721.984326937898,31,-1.1816957,11.5
12017.33514722862,32,-1.0041406,8.1999998
5449.586788125057,24,.53715879,5.1999998
5615.748488745616,45,-.053583559,319.5
5341.004039432372,46,-.041758128,392
7444.770190247861,47,.24981843,403.29999
4936.731659956135,25,.90942007,168.28
7025.479527425232,32,.13329925,68.889999
1800.233505316128,23,.15261288,3.5999999
8063.175187475575,25,-.75647676,2.4000001
10878.52420865024,30,.074918576,237.02
4676.366069950514,39,-.36437926,188.315
5144.477129257905,40,-.40756533,148.67
6522.531228712101,41,-.49467969,151.39
7290.231092623511,42,-.47596818,165.21001
7325.543799653325,32,.80853832,191.39999
4849.308591384091,27,-.078577004,16.629999
5624.266632763891,24,.29940543,231.89
6312.143586323371,31,.4106825,188.97
7118.69473386313,32,.20327605,197.46001
3497.965462962518,30,-1.2104009,0
2227.057442595479,33,-.16649675,90.5
2816.837540109022,34,-.36733902,91.889999
3553.446215314723,35,-.30124995,94.660004
7649.959500776069,29,-.23710786,187.60001
3504.935199319258,24,-.085609615,3.0250001
3281.424392037829,29,-.35687771,176.25
2846.550491891299,45,-.093844861,136
2320.422141170702,24,.45464927,11.4
2611.862389642394,25,.22031204,33.599998
3552.852300896696,26,.24510612,67.879997
5476.257595141426,47,-.66724145,110.516
4014.934037794801,46,-.6240679,243.44501
3722.576991902146,47,-.19411643,262.78
7870.643132056676,23,-.2365998,4.5
4698.893703381754,36,-.24106538,93
8062.33716529836,37,-.39476192,19.5
10054.86139410769,38,-1.1030642,7.4200001
2196.559786342673,27,.14368111,182.8
5912.362562165153,36,1.0050215,1326.3
6255.444170879044,37,1.1390332,1592.9399
7372.648878394794,38,.95370853,1783.1
7676.206071250771,39,.91268504,1475.05
6261.163730573869,33,-.47326636,214.8
6959.202864912512,34,-.50312269,74.650002
12106.68999609577,36,-.40278038,164.25
8917.18343186651,36,-.50614727,134.75
2926.47527187766,34,-.19696927,205.655
4093.424848787527,35,-.29109475,220.08501
4724.292577589887,36,-.33964962,226.32001
5938.363838631168,37,-.17093971,265
7160.519709006979,24,-.46707797,0
6249.428970390717,23,-.30014476,3.8199999
6665.890845194387,24,-.48981535,0
2501.081319768833,28,.55889004,109.05
2281.281602184554,26,.12245476,170.60001
2646.205728319113,27,.078125827,134.39999
5407.404757061042,28,.40455124,185
2357.186082975699,25,.0082777124,0
2701.827204305675,26,1.3628689,15.65
6744.489808682015,24,-.12641232,72.5
7465.644280167945,25,-.29389602,223.7
5191.714865847775,26,.38005507,827.40002
6405.073651604921,26,.53891689,737
5045.126333646778,25,1.1776751,268.97101
5191.484393825395,28,-.83779931,0
4385.167710692208,25,-.11648353,170.5
6406.833344906351,26,-.17200337,143.53999
6824.539930977277,27,-.093645543,155.2
6198.779232321674,25,.33001602,0
6969.24372694413,26,-.038591672,28.700001
9041.759435764459,27,.10680994,16
9216.126989692066,28,.050697055,49
10211.20669493942,23,-.2247223,0
7215.798737611724,25,.58385503,31.367001
3469.769422859065,30,-.74115574,0
3529.105662964945,28,-.33677462,27.799999
4558.9119186065,29,-.1415873,0
5290.161785161331,39,-.34234113,33.700001
7496.953573610846,40,-.49546987,708.45001
13763.62343499003,42,-.19909754,415.82001
4957.962958128045,24,.40849641,12
10344.90327599215,29,-.018962458,193.521
3005.723296522259,24,-.13393581,0
4946.793118101889,29,.27976927,513.38
7106.30720175767,29,.22092666,265.04999
8658.700033258725,31,.78024411,315.19
10930.43947626542,32,.25035879,546.52002
10067.01003887771,24,.19191767,55.5
7942.77100767203,23,-.23490721,0
6996.30270748711,24,-.30648962,0
7496.234680833723,25,-.59898001,204.7
3391.175700325953,27,-.5411815,198.3
4103.644341055021,28,-.6349538,201.5
5644.948906781373,34,-.015772063,276.70999
9916.795245779331,37,-.02571483,274.17001
8187.297407088092,37,-.093699209,266.84
1321.628055472075,23,-.4866544,0
2962.544516600323,36,-1.2581171,1.03
5356.689107872923,45,-.46003482,234.17999
3612.142234928435,43,.24500978,805.28003
5123.181999772117,44,.026068853,668.69
4148.742805956947,43,.8645336,782.90002
4672.046537533576,44,.712605,256.54999
5159.299757180575,40,.36432183,898.28003
6936.023265484273,41,.16347952,721.54999
9463.876207537798,42,.43676794,922.53003
12984.73169204324,43,.48116621,1034.48
9459.269328710341,30,.16945465,140.77499
15000.78343317869,31,-.026648326,467.26001
6233.391693332543,23,-.46469793,395.80499
